instructions,categoryA,categoryB,leftAttribute,rightAttribute,orStimulus,trial_type,stimulusText,stimulusImage,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,explicit.started,slider.started,text.started,explicit.stopped,slider.response,slider.rt,instruction.started,instructionsBox.started,leftCategoryLabel_2.started,rightCategoryLabel_2.started,leftAttributeLabel_2.started,rightAttributeLabel_2.started,orLeft_2.started,orRight_2.started,instructionsKey.started,instruction.stopped,trial.started,leftCategoryLabel.started,rightCategoryLabel.started,leftAttributeLabel.started,rightAttributeLabel.started,orLeft.started,orRight.started,stimulusImageBox.started,stimulusTextBox.started,requiredResponse.started,feedbackResponse.started,feedback.started,trial.stopped,requiredResponse.keys,requiredResponse.corr,requiredResponse.rt,requiredResponse.duration,feedbackResponse.keys,feedbackResponse.corr,feedbackResponse.rt,feedbackResponse.duration,end.started,endBox.started,endBox.stopped,end.stopped,gender,age,participant,date,expName,psychopyVersion,frameRate,expStart,
"Put your middle or index fingers on the E and I keys of your keyboard. Words representing the categories at the top will appear one-by-one in the middle of the screen. When the item belongs to a category on the left, press the E key; when the item belongs to a category on the right, press the I key. Items belong to only one category. If you make an error, an X will appear - fix the error by hitting the other key.

This is a timed sorting task. GO AS FAST AS YOU CAN while making as few mistakes as possible. Going too slow or making too many errors will result in an uninterpretable score. This task will take about 5 minutes to complete.

Press E or I to continue.",Disabled,Abled, , , ,1,text_trial_type_1,img_trial_type_1,0,0,0,0,6,1,13,0,18.3507910000626,,,,,,,,,,,,,,,,,,18.320577800041065,18.3507910000626,18.3507910000626,18.3507910000626,18.3507910000626,18.3507910000626,18.3507910000626,18.635007900185883,18.635007900185883,18.635007900185883,18.635007900185883,18.635007900185883,19.13625040021725,e,1,0.47419019998051226,None,None,0,,,,,,,female,19,00006,2023-11-30_18h51.51.072,IAT,2023.2.3,60.02912613015317,2023-11-30 18h52.21.283970 +0530,
"Put your middle or index fingers on the E and I keys of your keyboard. Words representing the categories at the top will appear one-by-one in the middle of the screen. When the item belongs to a category on the left, press the E key; when the item belongs to a category on the right, press the I key. Items belong to only one category. If you make an error, an X will appear - fix the error by hitting the other key.

This is a timed sorting task. GO AS FAST AS YOU CAN while making as few mistakes as possible. Going too slow or making too many errors will result in an uninterpretable score. This task will take about 5 minutes to complete.

Press E or I to continue.",Disabled,Abled, , , ,2,text_trial_type_2,img_trial_type_2,0,0,0,0,7,0,14,1,19.168064600089565,,,,,,,,,,,,,,,,,,19.137573700165376,19.168064600089565,19.168064600089565,19.168064600089565,19.168064600089565,19.168064600089565,19.168064600089565,19.436772800050676,19.436772800050676,19.436772800050676,19.436772800050676,19.436772800050676,20.122562600066885,i,1,0.6522367999423295,None,None,0,,,,,,,female,19,00006,2023-11-30_18h51.51.072,IAT,2023.2.3,60.02912613015317,2023-11-30 18h52.21.283970 +0530,
"Put your middle or index fingers on the E and I keys of your keyboard. Words representing the categories at the top will appear one-by-one in the middle of the screen. When the item belongs to a category on the left, press the E key; when the item belongs to a category on the right, press the I key. Items belong to only one category. If you make an error, an X will appear - fix the error by hitting the other key.

This is a timed sorting task. GO AS FAST AS YOU CAN while making as few mistakes as possible. Going too slow or making too many errors will result in an uninterpretable score. This task will take about 5 minutes to complete.

Press E or I to continue.",Disabled,Abled, , , ,2,text_trial_type_2,img_trial_type_2,0,0,0,0,7,1,15,1,20.153553600190207,,,,,,,,,,,,,,,,,,20.1239245000761,20.153553600190207,20.153553600190207,20.153553600190207,20.153553600190207,20.153553600190207,20.153553600190207,20.437503500143066,20.437503500143066,20.437503500143066,20.437503500143066,20.437503500143066,20.990024800179526,i,1,0.5207257999572903,None,None,0,,,,,,,female,19,00006,2023-11-30_18h51.51.072,IAT,2023.2.3,60.02912613015317,2023-11-30 18h52.21.283970 +0530,
"Put your middle or index fingers on the E and I keys of your keyboard. Words representing the categories at the top will appear one-by-one in the middle of the screen. When the item belongs to a category on the left, press the E key; when the item belongs to a category on the right, press the I key. Items belong to only one category. If you make an error, an X will appear - fix the error by hitting the other key.

This is a timed sorting task. GO AS FAST AS YOU CAN while making as few mistakes as possible. Going too slow or making too many errors will result in an uninterpretable score. This task will take about 5 minutes to complete.

Press E or I to continue.",Disabled,Abled, , , ,2,text_trial_type_2,img_trial_type_2,0,0,0,0,8,0,16,1,21.020384200150147,,,,,,,,,,,,,,,,,,20.991377900121734,21.020384200150147,21.020384200150147,21.020384200150147,21.020384200150147,21.020384200150147,21.020384200150147,21.304760300088674,21.304760300088674,21.304760300088674,21.304760300088674,21.304760300088674,22.592130600009114,i,1,1.270663300063461,None,e,1,0.6022222999017686,None,,,,,female,19,00006,2023-11-30_18h51.51.072,IAT,2023.2.3,60.02912613015317,2023-11-30 18h52.21.283970 +0530,
"Put your middle or index fingers on the E and I keys of your keyboard. Words representing the categories at the top will appear one-by-one in the middle of the screen. When the item belongs to a category on the left, press the E key; when the item belongs to a category on the right, press the I key. Items belong to only one category. If you make an error, an X will appear - fix the error by hitting the other key.

This is a timed sorting task. GO AS FAST AS YOU CAN while making as few mistakes as possible. Going too slow or making too many errors will result in an uninterpretable score. This task will take about 5 minutes to complete.

Press E or I to continue.",Disabled,Abled, , , ,1,text_trial_type_1,img_trial_type_1,0,0,0,0,8,1,17,0,22.621636800002307,,,,,,,,,,,,,,,,,,22.59386740019545,22.621636800002307,22.621636800002307,22.621636800002307,22.621636800002307,22.621636800002307,22.621636800002307,22.922147300094366,22.922147300094366,22.922147300094366,22.922147300094366,22.922147300094366,23.576176900183782,e,1,0.6476002999115735,None,None,0,,,,,,,female,19,00006,2023-11-30_18h51.51.072,IAT,2023.2.3,60.02912613015317,2023-11-30 18h52.21.283970 +0530,
"Put your middle or index fingers on the E and I keys of your keyboard. Words representing the categories at the top will appear one-by-one in the middle of the screen. When the item belongs to a category on the left, press the E key; when the item belongs to a category on the right, press the I key. Items belong to only one category. If you make an error, an X will appear - fix the error by hitting the other key.

This is a timed sorting task. GO AS FAST AS YOU CAN while making as few mistakes as possible. Going too slow or making too many errors will result in an uninterpretable score. This task will take about 5 minutes to complete.

Press E or I to continue.",Disabled,Abled, , , ,2,text_trial_type_2,img_trial_type_2,0,0,0,0,9,0,18,1,23.607417999999598,,,,,,,,,,,,,,,,,,23.577468200121075,23.607417999999598,23.607417999999598,23.607417999999598,23.607417999999598,23.607417999999598,23.607417999999598,23.891335800057277,23.891335800057277,23.891335800057277,23.891335800057277,23.891335800057277,24.510421000188217,i,1,0.6174584999680519,None,None,0,,,,,,,female,19,00006,2023-11-30_18h51.51.072,IAT,2023.2.3,60.02912613015317,2023-11-30 18h52.21.283970 +0530,
"Put your middle or index fingers on the E and I keys of your keyboard. Words representing the categories at the top will appear one-by-one in the middle of the screen. When the item belongs to a category on the left, press the E key; when the item belongs to a category on the right, press the I key. Items belong to only one category. If you make an error, an X will appear - fix the error by hitting the other key.

This is a timed sorting task. GO AS FAST AS YOU CAN while making as few mistakes as possible. Going too slow or making too many errors will result in an uninterpretable score. This task will take about 5 minutes to complete.

Press E or I to continue.",Disabled,Abled, , , ,1,text_trial_type_1,img_trial_type_1,0,0,0,0,9,1,19,0,24.540472200140357,,,,,,,,,,,,,,,,,,24.51145840017125,24.540472200140357,24.540472200140357,24.540472200140357,24.540472200140357,24.540472200140357,24.540472200140357,24.84178390004672,24.84178390004672,24.84178390004672,24.84178390004672,24.84178390004672,25.428497300017625,e,1,0.5722519000992179,None,None,0,,,,,,,female,19,00006,2023-11-30_18h51.51.072,IAT,2023.2.3,60.02912613015317,2023-11-30 18h52.21.283970 +0530,
"See above, the categories have changed. The items for sorting have changed as well. The rules, however, are the same.

When the item belongs to a category on the left, press the E key; when the item belongs to a category on the right, press the I key. Items belong to only one category. An X appears after an error - fix the error by hitting the other key. GO AS FAST AS YOU CAN.

Press E or I to continue.", , ,Negative,Positive, ,4,text_trial_type_4,img_trial_type_4,0,1,1,1,0,0,0,1,28.861350600142032,,,,,,,,25.429925300180912,26.20953970006667,26.20953970006667,26.20953970006667,26.20953970006667,26.20953970006667,26.20953970006667,26.20953970006667,28.179148300085217,28.781308200210333,28.805296800099313,28.861350600142032,28.861350600142032,28.861350600142032,28.861350600142032,28.861350600142032,28.861350600142032,29.11348500009626,29.11348500009626,29.11348500009626,29.11348500009626,29.11348500009626,30.184173500165343,e,1,1.056864800164476,None,None,0,,,,,,,female,19,00006,2023-11-30_18h51.51.072,IAT,2023.2.3,60.02912613015317,2023-11-30 18h52.21.283970 +0530,
"See above, the categories have changed. The items for sorting have changed as well. The rules, however, are the same.

When the item belongs to a category on the left, press the E key; when the item belongs to a category on the right, press the I key. Items belong to only one category. An X appears after an error - fix the error by hitting the other key. GO AS FAST AS YOU CAN.

Press E or I to continue.", , ,Negative,Positive, ,4,text_trial_type_4,img_trial_type_4,0,1,1,1,0,1,1,1,30.231195700122043,,,,,,,,,,,,,,,,,,30.185918200062588,30.231195700122043,30.231195700122043,30.231195700122043,30.231195700122043,30.231195700122043,30.231195700122043,30.51543530006893,30.51543530006893,30.51543530006893,30.51543530006893,30.51543530006893,31.185084600001574,e,1,0.6646674999501556,None,None,0,,,,,,,female,19,00006,2023-11-30_18h51.51.072,IAT,2023.2.3,60.02912613015317,2023-11-30 18h52.21.283970 +0530,
"See above, the categories have changed. The items for sorting have changed as well. The rules, however, are the same.

When the item belongs to a category on the left, press the E key; when the item belongs to a category on the right, press the I key. Items belong to only one category. An X appears after an error - fix the error by hitting the other key. GO AS FAST AS YOU CAN.

Press E or I to continue.", , ,Negative,Positive, ,4,text_trial_type_4,img_trial_type_4,0,1,1,1,1,0,2,1,31.231634200084955,,,,,,,,,,,,,,,,,,31.186378300189972,31.231634200084955,31.231634200084955,31.231634200084955,31.231634200084955,31.231634200084955,31.231634200084955,31.51622850005515,31.51622850005515,31.51622850005515,31.51622850005515,31.51622850005515,32.01931150001474,e,1,0.48223669989965856,None,None,0,,,,,,,female,19,00006,2023-11-30_18h51.51.072,IAT,2023.2.3,60.02912613015317,2023-11-30 18h52.21.283970 +0530,
"See above, the categories have changed. The items for sorting have changed as well. The rules, however, are the same.

When the item belongs to a category on the left, press the E key; when the item belongs to a category on the right, press the I key. Items belong to only one category. An X appears after an error - fix the error by hitting the other key. GO AS FAST AS YOU CAN.

Press E or I to continue.", , ,Negative,Positive, ,3,text_trial_type_3,img_trial_type_3,0,1,1,1,1,1,3,0,32.06555250007659,,,,,,,,,,,,,,,,,,32.020602700067684,32.06555250007659,32.06555250007659,32.06555250007659,32.06555250007659,32.06555250007659,32.06555250007659,32.335621300153434,32.335621300153434,32.335621300153434,32.335621300153434,32.335621300153434,32.970443200087175,i,1,0.6128612000029534,None,None,0,,,,,,,female,19,00006,2023-11-30_18h51.51.072,IAT,2023.2.3,60.02912613015317,2023-11-30 18h52.21.283970 +0530,
"See above, the categories have changed. The items for sorting have changed as well. The rules, however, are the same.

When the item belongs to a category on the left, press the E key; when the item belongs to a category on the right, press the I key. Items belong to only one category. An X appears after an error - fix the error by hitting the other key. GO AS FAST AS YOU CAN.

Press E or I to continue.", , ,Negative,Positive, ,3,text_trial_type_3,img_trial_type_3,0,1,1,1,2,0,4,0,33.017048500012606,,,,,,,,,,,,,,,,,,32.97171360021457,33.017048500012606,33.017048500012606,33.017048500012606,33.017048500012606,33.017048500012606,33.017048500012606,33.30113920010626,33.30113920010626,33.30113920010626,33.30113920010626,33.30113920010626,33.80477260006592,i,1,0.5007118000648916,None,None,0,,,,,,,female,19,00006,2023-11-30_18h51.51.072,IAT,2023.2.3,60.02912613015317,2023-11-30 18h52.21.283970 +0530,
"See above, the categories have changed. The items for sorting have changed as well. The rules, however, are the same.

When the item belongs to a category on the left, press the E key; when the item belongs to a category on the right, press the I key. Items belong to only one category. An X appears after an error - fix the error by hitting the other key. GO AS FAST AS YOU CAN.

Press E or I to continue.", , ,Negative,Positive, ,3,text_trial_type_3,img_trial_type_3,0,1,1,1,2,1,5,0,33.85278070019558,,,,,,,,,,,,,,,,,,33.80611060000956,33.85278070019558,33.85278070019558,33.85278070019558,33.85278070019558,33.85278070019558,33.85278070019558,34.13617450022139,34.13617450022139,34.13617450022139,34.13617450022139,34.13617450022139,34.65515810018405,i,1,0.5145925998222083,None,None,0,,,,,,,female,19,00006,2023-11-30_18h51.51.072,IAT,2023.2.3,60.02912613015317,2023-11-30 18h52.21.283970 +0530,
"See above, the categories have changed. The items for sorting have changed as well. The rules, however, are the same.

When the item belongs to a category on the left, press the E key; when the item belongs to a category on the right, press the I key. Items belong to only one category. An X appears after an error - fix the error by hitting the other key. GO AS FAST AS YOU CAN.

Press E or I to continue.", , ,Negative,Positive, ,3,text_trial_type_3,img_trial_type_3,0,1,1,1,3,0,6,0,34.719142500078306,,,,,,,,,,,,,,,,,,34.6565354000777,34.719142500078306,34.719142500078306,34.719142500078306,34.719142500078306,34.719142500078306,34.719142500078306,34.98623760021292,34.98623760021292,34.98623760021292,34.98623760021292,34.98623760021292,35.5223550000228,i,1,0.5292086999397725,None,None,0,,,,,,,female,19,00006,2023-11-30_18h51.51.072,IAT,2023.2.3,60.02912613015317,2023-11-30 18h52.21.283970 +0530,
"See above, the categories have changed. The items for sorting have changed as well. The rules, however, are the same.

When the item belongs to a category on the left, press the E key; when the item belongs to a category on the right, press the I key. Items belong to only one category. An X appears after an error - fix the error by hitting the other key. GO AS FAST AS YOU CAN.

Press E or I to continue.", , ,Negative,Positive, ,4,text_trial_type_4,img_trial_type_4,0,1,1,1,3,1,7,1,35.570383000187576,,,,,,,,,,,,,,,,,,35.5236740000546,35.570383000187576,35.570383000187576,35.570383000187576,35.570383000187576,35.570383000187576,35.570383000187576,35.85437549999915,35.85437549999915,35.85437549999915,35.85437549999915,35.85437549999915,36.49011060013436,e,1,0.6050802001263946,None,None,0,,,,,,,female,19,00006,2023-11-30_18h51.51.072,IAT,2023.2.3,60.02912613015317,2023-11-30 18h52.21.283970 +0530,
