instructions,categoryA,categoryB,leftAttribute,rightAttribute,orStimulus,trial_type,stimulusText,stimulusImage,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,explicit.started,slider.started,text.started,explicit.stopped,slider.response,slider.rt,instruction.started,instructionsBox.started,leftCategoryLabel_2.started,rightCategoryLabel_2.started,leftAttributeLabel_2.started,rightAttributeLabel_2.started,orLeft_2.started,orRight_2.started,instructionsKey.started,instruction.stopped,trial.started,leftCategoryLabel.started,rightCategoryLabel.started,leftAttributeLabel.started,rightAttributeLabel.started,orLeft.started,orRight.started,stimulusImageBox.started,stimulusTextBox.started,requiredResponse.started,feedbackResponse.started,feedback.started,trial.stopped,requiredResponse.keys,requiredResponse.corr,requiredResponse.rt,requiredResponse.duration,feedbackResponse.keys,feedbackResponse.corr,feedbackResponse.rt,feedbackResponse.duration,end.started,endBox.started,end.stopped,gender,age,participant,date,expName,psychopyVersion,frameRate,expStart,
"Put your middle or index fingers on the E and I keys of your keyboard. Words representing the categories at the top will appear one-by-one in the middle of the screen. When the item belongs to a category on the left, press the E key; when the item belongs to a category on the right, press the I key. Items belong to only one category. If you make an error, an X will appear - fix the error by hitting the other key.

This is a timed sorting task. GO AS FAST AS YOU CAN while making as few mistakes as possible. Going too slow or making too many errors will result in an uninterpretable score. This task will take about 5 minutes to complete.

Press E or I to continue.",Disabled,Abled, , , ,1,text_trial_type_1,img_trial_type_1,0,0,0,0,5,1,11,0,20.736197200138122,,,,,,,,,,,,,,,,,,20.70647590002045,20.736197200138122,20.736197200138122,20.736197200138122,20.736197200138122,20.736197200138122,20.736197200138122,21.036917900200933,21.036917900200933,21.036917900200933,21.036917900200933,21.036917900200933,21.557551400037482,i,1,0.513933900045231,None,None,0,,,,,,male,18,00001,2023-11-30_18h26.06.013,IAT,2023.2.3,59.7578610840458,2023-11-30 18h26.27.745302 +0530,
"Put your middle or index fingers on the E and I keys of your keyboard. Words representing the categories at the top will appear one-by-one in the middle of the screen. When the item belongs to a category on the left, press the E key; when the item belongs to a category on the right, press the I key. Items belong to only one category. If you make an error, an X will appear - fix the error by hitting the other key.

This is a timed sorting task. GO AS FAST AS YOU CAN while making as few mistakes as possible. Going too slow or making too many errors will result in an uninterpretable score. This task will take about 5 minutes to complete.

Press E or I to continue.",Disabled,Abled, , , ,2,text_trial_type_2,img_trial_type_2,0,0,0,0,6,0,12,1,21.587859300198033,,,,,,,,,,,,,,,,,,21.558968299999833,21.587859300198033,21.587859300198033,21.587859300198033,21.587859300198033,21.587859300198033,21.587859300198033,21.872185700107366,21.872185700107366,21.872185700107366,21.872185700107366,21.872185700107366,22.591319099999964,e,1,0.7089699001517147,None,None,0,,,,,,male,18,00001,2023-11-30_18h26.06.013,IAT,2023.2.3,59.7578610840458,2023-11-30 18h26.27.745302 +0530,
"Put your middle or index fingers on the E and I keys of your keyboard. Words representing the categories at the top will appear one-by-one in the middle of the screen. When the item belongs to a category on the left, press the E key; when the item belongs to a category on the right, press the I key. Items belong to only one category. If you make an error, an X will appear - fix the error by hitting the other key.

This is a timed sorting task. GO AS FAST AS YOU CAN while making as few mistakes as possible. Going too slow or making too many errors will result in an uninterpretable score. This task will take about 5 minutes to complete.

Press E or I to continue.",Disabled,Abled, , , ,2,text_trial_type_2,img_trial_type_2,0,0,0,0,6,1,13,1,22.622398799983785,,,,,,,,,,,,,,,,,,22.592584500089288,22.622398799983785,22.622398799983785,22.622398799983785,22.622398799983785,22.622398799983785,22.622398799983785,22.923010300146416,22.923010300146416,22.923010300146416,22.923010300146416,22.923010300146416,23.508667099988088,e,1,0.5719475001096725,None,None,0,,,,,,male,18,00001,2023-11-30_18h26.06.013,IAT,2023.2.3,59.7578610840458,2023-11-30 18h26.27.745302 +0530,
"Put your middle or index fingers on the E and I keys of your keyboard. Words representing the categories at the top will appear one-by-one in the middle of the screen. When the item belongs to a category on the left, press the E key; when the item belongs to a category on the right, press the I key. Items belong to only one category. If you make an error, an X will appear - fix the error by hitting the other key.

This is a timed sorting task. GO AS FAST AS YOU CAN while making as few mistakes as possible. Going too slow or making too many errors will result in an uninterpretable score. This task will take about 5 minutes to complete.

Press E or I to continue.",Disabled,Abled, , , ,2,text_trial_type_2,img_trial_type_2,0,0,0,0,7,0,14,1,23.53927810001187,,,,,,,,,,,,,,,,,,23.50995140010491,23.53927810001187,23.53927810001187,23.53927810001187,23.53927810001187,23.53927810001187,23.53927810001187,23.839945800136775,23.839945800136775,23.839945800136775,23.839945800136775,23.839945800136775,24.276665500132367,e,1,0.41367459995672107,None,None,0,,,,,,male,18,00001,2023-11-30_18h26.06.013,IAT,2023.2.3,59.7578610840458,2023-11-30 18h26.27.745302 +0530,
"Put your middle or index fingers on the E and I keys of your keyboard. Words representing the categories at the top will appear one-by-one in the middle of the screen. When the item belongs to a category on the left, press the E key; when the item belongs to a category on the right, press the I key. Items belong to only one category. If you make an error, an X will appear - fix the error by hitting the other key.

This is a timed sorting task. GO AS FAST AS YOU CAN while making as few mistakes as possible. Going too slow or making too many errors will result in an uninterpretable score. This task will take about 5 minutes to complete.

Press E or I to continue.",Disabled,Abled, , , ,2,text_trial_type_2,img_trial_type_2,0,0,0,0,7,1,15,1,24.3076714000199,,,,,,,,,,,,,,,,,,24.278043700149283,24.3076714000199,24.3076714000199,24.3076714000199,24.3076714000199,24.3076714000199,24.3076714000199,24.591966000152752,24.591966000152752,24.591966000152752,24.591966000152752,24.591966000152752,25.19477519998327,e,1,0.5805394998751581,None,None,0,,,,,,male,18,00001,2023-11-30_18h26.06.013,IAT,2023.2.3,59.7578610840458,2023-11-30 18h26.27.745302 +0530,
"Put your middle or index fingers on the E and I keys of your keyboard. Words representing the categories at the top will appear one-by-one in the middle of the screen. When the item belongs to a category on the left, press the E key; when the item belongs to a category on the right, press the I key. Items belong to only one category. If you make an error, an X will appear - fix the error by hitting the other key.

This is a timed sorting task. GO AS FAST AS YOU CAN while making as few mistakes as possible. Going too slow or making too many errors will result in an uninterpretable score. This task will take about 5 minutes to complete.

Press E or I to continue.",Disabled,Abled, , , ,2,text_trial_type_2,img_trial_type_2,0,0,0,0,8,0,16,1,25.225459499983117,,,,,,,,,,,,,,,,,,25.196052300045267,25.225459499983117,25.225459499983117,25.225459499983117,25.225459499983117,25.225459499983117,25.225459499983117,25.525588700082153,25.525588700082153,25.525588700082153,25.525588700082153,25.525588700082153,26.580328800017014,e,1,1.0476502000819892,None,i,1,0.6806088001467288,None,,,,male,18,00001,2023-11-30_18h26.06.013,IAT,2023.2.3,59.7578610840458,2023-11-30 18h26.27.745302 +0530,
"Put your middle or index fingers on the E and I keys of your keyboard. Words representing the categories at the top will appear one-by-one in the middle of the screen. When the item belongs to a category on the left, press the E key; when the item belongs to a category on the right, press the I key. Items belong to only one category. If you make an error, an X will appear - fix the error by hitting the other key.

This is a timed sorting task. GO AS FAST AS YOU CAN while making as few mistakes as possible. Going too slow or making too many errors will result in an uninterpretable score. This task will take about 5 minutes to complete.

Press E or I to continue.",Disabled,Abled, , , ,1,text_trial_type_1,img_trial_type_1,0,0,0,0,8,1,17,0,26.610370800131932,,,,,,,,,,,,,,,,,,26.58205289999023,26.610370800131932,26.610370800131932,26.610370800131932,26.610370800131932,26.610370800131932,26.610370800131932,26.910596600035205,26.910596600035205,26.910596600035205,26.910596600035205,26.910596600035205,27.580018900102004,i,1,0.641774500021711,None,None,0,,,,,,male,18,00001,2023-11-30_18h26.06.013,IAT,2023.2.3,59.7578610840458,2023-11-30 18h26.27.745302 +0530,
"Put your middle or index fingers on the E and I keys of your keyboard. Words representing the categories at the top will appear one-by-one in the middle of the screen. When the item belongs to a category on the left, press the E key; when the item belongs to a category on the right, press the I key. Items belong to only one category. If you make an error, an X will appear - fix the error by hitting the other key.

This is a timed sorting task. GO AS FAST AS YOU CAN while making as few mistakes as possible. Going too slow or making too many errors will result in an uninterpretable score. This task will take about 5 minutes to complete.

Press E or I to continue.",Disabled,Abled, , , ,1,text_trial_type_1,img_trial_type_1,0,0,0,0,9,0,18,0,27.61123810010031,,,,,,,,,,,,,,,,,,27.581790999975055,27.61123810010031,27.61123810010031,27.61123810010031,27.61123810010031,27.61123810010031,27.61123810010031,27.896084000123665,27.896084000123665,27.896084000123665,27.896084000123665,27.896084000123665,28.581637600203976,i,1,0.6567599000409245,None,None,0,,,,,,male,18,00001,2023-11-30_18h26.06.013,IAT,2023.2.3,59.7578610840458,2023-11-30 18h26.27.745302 +0530,
"Put your middle or index fingers on the E and I keys of your keyboard. Words representing the categories at the top will appear one-by-one in the middle of the screen. When the item belongs to a category on the left, press the E key; when the item belongs to a category on the right, press the I key. Items belong to only one category. If you make an error, an X will appear - fix the error by hitting the other key.

This is a timed sorting task. GO AS FAST AS YOU CAN while making as few mistakes as possible. Going too slow or making too many errors will result in an uninterpretable score. This task will take about 5 minutes to complete.

Press E or I to continue.",Disabled,Abled, , , ,2,text_trial_type_2,img_trial_type_2,0,0,0,0,9,1,19,1,28.61187450005673,,,,,,,,,,,,,,,,,,28.583003000123426,28.61187450005673,28.61187450005673,28.61187450005673,28.61187450005673,28.61187450005673,28.61187450005673,28.896483700023964,28.896483700023964,28.896483700023964,28.896483700023964,28.896483700023964,29.514960300177336,e,1,0.6158827999606729,None,None,0,,,,,,male,18,00001,2023-11-30_18h26.06.013,IAT,2023.2.3,59.7578610840458,2023-11-30 18h26.27.745302 +0530,
"See above, the categories have changed. The items for sorting have changed as well. The rules, however, are the same.

When the item belongs to a category on the left, press the E key; when the item belongs to a category on the right, press the I key. Items belong to only one category. An X appears after an error - fix the error by hitting the other key. GO AS FAST AS YOU CAN.

Press E or I to continue.", , ,Negative,Positive, ,3,text_trial_type_3,img_trial_type_3,0,1,1,1,0,0,0,0,32.73322880011983,,,,,,,,29.515862200176343,30.279734699986875,30.279734699986875,30.279734699986875,30.279734699986875,30.279734699986875,30.279734699986875,30.279734699986875,32.2667898000218,32.619459400186315,32.65122200013138,32.73322880011983,32.73322880011983,32.73322880011983,32.73322880011983,32.73322880011983,32.73322880011983,32.95078400010243,32.95078400010243,32.95078400010243,32.95078400010243,32.95078400010243,33.88726150011644,i,1,0.9023193998727947,None,None,0,,,,,,male,18,00001,2023-11-30_18h26.06.013,IAT,2023.2.3,59.7578610840458,2023-11-30 18h26.27.745302 +0530,
"See above, the categories have changed. The items for sorting have changed as well. The rules, however, are the same.

When the item belongs to a category on the left, press the E key; when the item belongs to a category on the right, press the I key. Items belong to only one category. An X appears after an error - fix the error by hitting the other key. GO AS FAST AS YOU CAN.

Press E or I to continue.", , ,Negative,Positive, ,3,text_trial_type_3,img_trial_type_3,0,1,1,1,0,1,1,0,33.95174160017632,,,,,,,,,,,,,,,,,,33.889593300176784,33.95174160017632,33.95174160017632,33.95174160017632,33.95174160017632,33.95174160017632,33.95174160017632,34.218720600008965,34.218720600008965,34.218720600008965,34.218720600008965,34.218720600008965,34.722563800169155,i,1,0.47708279988728464,None,None,0,,,,,,male,18,00001,2023-11-30_18h26.06.013,IAT,2023.2.3,59.7578610840458,2023-11-30 18h26.27.745302 +0530,
"See above, the categories have changed. The items for sorting have changed as well. The rules, however, are the same.

When the item belongs to a category on the left, press the E key; when the item belongs to a category on the right, press the I key. Items belong to only one category. An X appears after an error - fix the error by hitting the other key. GO AS FAST AS YOU CAN.

Press E or I to continue.", , ,Negative,Positive, ,4,text_trial_type_4,img_trial_type_4,0,1,1,1,1,0,2,1,34.76925800018944,,,,,,,,,,,,,,,,,,34.72385130007751,34.76925800018944,34.76925800018944,34.76925800018944,34.76925800018944,34.76925800018944,34.76925800018944,35.05343740014359,35.05343740014359,35.05343740014359,35.05343740014359,35.05343740014359,35.63903419999406,e,1,0.5761033999733627,None,None,0,,,,,,male,18,00001,2023-11-30_18h26.06.013,IAT,2023.2.3,59.7578610840458,2023-11-30 18h26.27.745302 +0530,
"See above, the categories have changed. The items for sorting have changed as well. The rules, however, are the same.

When the item belongs to a category on the left, press the E key; when the item belongs to a category on the right, press the I key. Items belong to only one category. An X appears after an error - fix the error by hitting the other key. GO AS FAST AS YOU CAN.

Press E or I to continue.", , ,Negative,Positive, ,3,text_trial_type_3,img_trial_type_3,0,1,1,1,1,1,3,0,35.68547430005856,,,,,,,,,,,,,,,,,,35.640332699986175,35.68547430005856,35.68547430005856,35.68547430005856,35.68547430005856,35.68547430005856,35.68547430005856,35.95505850017071,35.95505850017071,35.95505850017071,35.95505850017071,35.95505850017071,36.423098100116476,i,1,0.46247330005280674,None,None,0,,,,,,male,18,00001,2023-11-30_18h26.06.013,IAT,2023.2.3,59.7578610840458,2023-11-30 18h26.27.745302 +0530,
"See above, the categories have changed. The items for sorting have changed as well. The rules, however, are the same.

When the item belongs to a category on the left, press the E key; when the item belongs to a category on the right, press the I key. Items belong to only one category. An X appears after an error - fix the error by hitting the other key. GO AS FAST AS YOU CAN.

Press E or I to continue.", , ,Negative,Positive, ,4,text_trial_type_4,img_trial_type_4,0,1,1,1,2,0,4,1,36.47046920005232,,,,,,,,,,,,,,,,,,36.424640899989754,36.47046920005232,36.47046920005232,36.47046920005232,36.47046920005232,36.47046920005232,36.47046920005232,36.75549230002798,36.75549230002798,36.75549230002798,36.75549230002798,36.75549230002798,37.37475820002146,e,1,0.5916689001023769,None,None,0,,,,,,male,18,00001,2023-11-30_18h26.06.013,IAT,2023.2.3,59.7578610840458,2023-11-30 18h26.27.745302 +0530,
"See above, the categories have changed. The items for sorting have changed as well. The rules, however, are the same.

When the item belongs to a category on the left, press the E key; when the item belongs to a category on the right, press the I key. Items belong to only one category. An X appears after an error - fix the error by hitting the other key. GO AS FAST AS YOU CAN.

Press E or I to continue.", , ,Negative,Positive, ,3,text_trial_type_3,img_trial_type_3,0,1,1,1,2,1,5,0,37.42259860015474,,,,,,,,,,,,,,,,,,37.37616960005835,37.42259860015474,37.42259860015474,37.42259860015474,37.42259860015474,37.42259860015474,37.42259860015474,37.70646260003559,37.70646260003559,37.70646260003559,37.70646260003559,37.70646260003559,38.47556759999134,i,1,0.7351995999924839,None,None,0,,,,,,male,18,00001,2023-11-30_18h26.06.013,IAT,2023.2.3,59.7578610840458,2023-11-30 18h26.27.745302 +0530,
"See above, the categories have changed. The items for sorting have changed as well. The rules, however, are the same.

When the item belongs to a category on the left, press the E key; when the item belongs to a category on the right, press the I key. Items belong to only one category. An X appears after an error - fix the error by hitting the other key. GO AS FAST AS YOU CAN.

Press E or I to continue.", , ,Negative,Positive, ,3,text_trial_type_3,img_trial_type_3,0,1,1,1,3,0,6,0,38.523835900006816,,,,,,,,,,,,,,,,,,38.476844100048766,38.523835900006816,38.523835900006816,38.523835900006816,38.523835900006816,38.523835900006816,38.523835900006816,38.79109000018798,38.79109000018798,38.79109000018798,38.79109000018798,38.79109000018798,39.310453300131485,i,1,0.48973549995571375,None,None,0,,,,,,male,18,00001,2023-11-30_18h26.06.013,IAT,2023.2.3,59.7578610840458,2023-11-30 18h26.27.745302 +0530,
"See above, the categories have changed. The items for sorting have changed as well. The rules, however, are the same.

When the item belongs to a category on the left, press the E key; when the item belongs to a category on the right, press the I key. Items belong to only one category. An X appears after an error - fix the error by hitting the other key. GO AS FAST AS YOU CAN.

Press E or I to continue.", , ,Negative,Positive, ,4,text_trial_type_4,img_trial_type_4,0,1,1,1,3,1,7,1,39.35736869997345,,,,,,,,,,,,,,,,,,39.311983600026,39.35736869997345,39.35736869997345,39.35736869997345,39.35736869997345,39.35736869997345,39.35736869997345,39.641366300173104,39.641366300173104,39.641366300173104,39.641366300173104,39.641366300173104,40.227323699975386,e,1,0.5787899000570178,None,None,0,,,,,,male,18,00001,2023-11-30_18h26.06.013,IAT,2023.2.3,59.7578610840458,2023-11-30 18h26.27.745302 +0530,
