instructions,categoryA,categoryB,leftAttribute,rightAttribute,orStimulus,trial_type,stimulusText,stimulusImage,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,explicit.started,slider.started,text.started,explicit.stopped,slider.response,slider.rt,instruction.started,instructionsBox.started,leftCategoryLabel_2.started,rightCategoryLabel_2.started,leftAttributeLabel_2.started,rightAttributeLabel_2.started,orLeft_2.started,orRight_2.started,instructionsKey.started,instruction.stopped,trial.started,leftCategoryLabel.started,rightCategoryLabel.started,leftAttributeLabel.started,rightAttributeLabel.started,orLeft.started,orRight.started,stimulusImageBox.started,stimulusTextBox.started,requiredResponse.started,feedbackResponse.started,feedback.started,trial.stopped,requiredResponse.keys,requiredResponse.corr,requiredResponse.rt,requiredResponse.duration,feedbackResponse.keys,feedbackResponse.corr,feedbackResponse.rt,feedbackResponse.duration,end.started,endBox.started,endBox.stopped,end.stopped,gender,age,participant,date,expName,psychopyVersion,frameRate,expStart,
"Put your middle or index fingers on the E and I keys of your keyboard. Words representing the categories at the top will appear one-by-one in the middle of the screen. When the item belongs to a category on the left, press the E key; when the item belongs to a category on the right, press the I key. Items belong to only one category. If you make an error, an X will appear - fix the error by hitting the other key.

This is a timed sorting task. GO AS FAST AS YOU CAN while making as few mistakes as possible. Going too slow or making too many errors will result in an uninterpretable score. This task will take about 5 minutes to complete.

Press E or I to continue.",Disabled,Abled, , , ,2,text_trial_type_2,img_trial_type_2,0,0,0,0,5,1,11,1,16.81312710000202,,,,,,,,,,,,,,,,,,16.785024299984798,16.81312710000202,16.81312710000202,16.81312710000202,16.81312710000202,16.81312710000202,16.81312710000202,17.096934200031683,17.096934200031683,17.096934200031683,17.096934200031683,17.096934200031683,17.84900930011645,i,1,0.7361111999489367,None,e,1,0.4030087999999523,None,,,,,male,21,00004,2023-11-30_18h38.06.825,IAT,2023.2.3,59.974654755295816,2023-11-30 18h38.31.906059 +0530,
"Put your middle or index fingers on the E and I keys of your keyboard. Words representing the categories at the top will appear one-by-one in the middle of the screen. When the item belongs to a category on the left, press the E key; when the item belongs to a category on the right, press the I key. Items belong to only one category. If you make an error, an X will appear - fix the error by hitting the other key.

This is a timed sorting task. GO AS FAST AS YOU CAN while making as few mistakes as possible. Going too slow or making too many errors will result in an uninterpretable score. This task will take about 5 minutes to complete.

Press E or I to continue.",Disabled,Abled, , , ,2,text_trial_type_2,img_trial_type_2,0,0,0,0,6,0,12,1,17.864719500066712,,,,,,,,,,,,,,,,,,17.849823200143874,17.864719500066712,17.864719500066712,17.864719500066712,17.864719500066712,17.864719500066712,17.864719500066712,18.149078600108624,18.149078600108624,18.149078600108624,18.149078600108624,18.149078600108624,18.735446200007573,i,1,0.5529917001258582,None,None,0,,,,,,,male,21,00004,2023-11-30_18h38.06.825,IAT,2023.2.3,59.974654755295816,2023-11-30 18h38.31.906059 +0530,
"Put your middle or index fingers on the E and I keys of your keyboard. Words representing the categories at the top will appear one-by-one in the middle of the screen. When the item belongs to a category on the left, press the E key; when the item belongs to a category on the right, press the I key. Items belong to only one category. If you make an error, an X will appear - fix the error by hitting the other key.

This is a timed sorting task. GO AS FAST AS YOU CAN while making as few mistakes as possible. Going too slow or making too many errors will result in an uninterpretable score. This task will take about 5 minutes to complete.

Press E or I to continue.",Disabled,Abled, , , ,1,text_trial_type_1,img_trial_type_1,0,0,0,0,6,1,13,0,18.76547980005853,,,,,,,,,,,,,,,,,,18.73671540012583,18.76547980005853,18.76547980005853,18.76547980005853,18.76547980005853,18.76547980005853,18.76547980005853,19.050156499957666,19.050156499957666,19.050156499957666,19.050156499957666,19.050156499957666,19.585404500132427,e,1,0.5298472000285983,None,None,0,,,,,,,male,21,00004,2023-11-30_18h38.06.825,IAT,2023.2.3,59.974654755295816,2023-11-30 18h38.31.906059 +0530,
"Put your middle or index fingers on the E and I keys of your keyboard. Words representing the categories at the top will appear one-by-one in the middle of the screen. When the item belongs to a category on the left, press the E key; when the item belongs to a category on the right, press the I key. Items belong to only one category. If you make an error, an X will appear - fix the error by hitting the other key.

This is a timed sorting task. GO AS FAST AS YOU CAN while making as few mistakes as possible. Going too slow or making too many errors will result in an uninterpretable score. This task will take about 5 minutes to complete.

Press E or I to continue.",Disabled,Abled, , , ,2,text_trial_type_2,img_trial_type_2,0,0,0,0,7,0,14,1,19.616805400000885,,,,,,,,,,,,,,,,,,19.58649710007012,19.616805400000885,19.616805400000885,19.616805400000885,19.616805400000885,19.616805400000885,19.616805400000885,19.916910800151527,19.916910800151527,19.916910800151527,19.916910800151527,19.916910800151527,20.805013600038365,i,1,0.8849592001643032,None,None,0,,,,,,,male,21,00004,2023-11-30_18h38.06.825,IAT,2023.2.3,59.974654755295816,2023-11-30 18h38.31.906059 +0530,
"Put your middle or index fingers on the E and I keys of your keyboard. Words representing the categories at the top will appear one-by-one in the middle of the screen. When the item belongs to a category on the left, press the E key; when the item belongs to a category on the right, press the I key. Items belong to only one category. If you make an error, an X will appear - fix the error by hitting the other key.

This is a timed sorting task. GO AS FAST AS YOU CAN while making as few mistakes as possible. Going too slow or making too many errors will result in an uninterpretable score. This task will take about 5 minutes to complete.

Press E or I to continue.",Disabled,Abled, , , ,2,text_trial_type_2,img_trial_type_2,0,0,0,0,7,1,15,1,20.834251299966127,,,,,,,,,,,,,,,,,,20.806302400073037,20.834251299966127,20.834251299966127,20.834251299966127,20.834251299966127,20.834251299966127,20.834251299966127,21.135194400092587,21.135194400092587,21.135194400092587,21.135194400092587,21.135194400092587,21.68867540010251,i,1,0.5457250000908971,None,None,0,,,,,,,male,21,00004,2023-11-30_18h38.06.825,IAT,2023.2.3,59.974654755295816,2023-11-30 18h38.31.906059 +0530,
"Put your middle or index fingers on the E and I keys of your keyboard. Words representing the categories at the top will appear one-by-one in the middle of the screen. When the item belongs to a category on the left, press the E key; when the item belongs to a category on the right, press the I key. Items belong to only one category. If you make an error, an X will appear - fix the error by hitting the other key.

This is a timed sorting task. GO AS FAST AS YOU CAN while making as few mistakes as possible. Going too slow or making too many errors will result in an uninterpretable score. This task will take about 5 minutes to complete.

Press E or I to continue.",Disabled,Abled, , , ,1,text_trial_type_1,img_trial_type_1,0,0,0,0,8,0,16,0,21.71861120010726,,,,,,,,,,,,,,,,,,21.690003199968487,21.71861120010726,21.71861120010726,21.71861120010726,21.71861120010726,21.71861120010726,21.71861120010726,22.018994899932295,22.018994899932295,22.018994899932295,22.018994899932295,22.018994899932295,22.67243089992553,e,1,0.6361392000690103,None,None,0,,,,,,,male,21,00004,2023-11-30_18h38.06.825,IAT,2023.2.3,59.974654755295816,2023-11-30 18h38.31.906059 +0530,
"Put your middle or index fingers on the E and I keys of your keyboard. Words representing the categories at the top will appear one-by-one in the middle of the screen. When the item belongs to a category on the left, press the E key; when the item belongs to a category on the right, press the I key. Items belong to only one category. If you make an error, an X will appear - fix the error by hitting the other key.

This is a timed sorting task. GO AS FAST AS YOU CAN while making as few mistakes as possible. Going too slow or making too many errors will result in an uninterpretable score. This task will take about 5 minutes to complete.

Press E or I to continue.",Disabled,Abled, , , ,1,text_trial_type_1,img_trial_type_1,0,0,0,0,8,1,17,0,22.703316499944776,,,,,,,,,,,,,,,,,,22.67412250000052,22.703316499944776,22.703316499944776,22.703316499944776,22.703316499944776,22.703316499944776,22.703316499944776,22.987716499948874,22.987716499948874,22.987716499948874,22.987716499948874,22.987716499948874,23.639682699926198,e,1,0.6207508000079542,None,None,0,,,,,,,male,21,00004,2023-11-30_18h38.06.825,IAT,2023.2.3,59.974654755295816,2023-11-30 18h38.31.906059 +0530,
"Put your middle or index fingers on the E and I keys of your keyboard. Words representing the categories at the top will appear one-by-one in the middle of the screen. When the item belongs to a category on the left, press the E key; when the item belongs to a category on the right, press the I key. Items belong to only one category. If you make an error, an X will appear - fix the error by hitting the other key.

This is a timed sorting task. GO AS FAST AS YOU CAN while making as few mistakes as possible. Going too slow or making too many errors will result in an uninterpretable score. This task will take about 5 minutes to complete.

Press E or I to continue.",Disabled,Abled, , , ,1,text_trial_type_1,img_trial_type_1,0,0,0,0,9,0,18,0,23.670665899990126,,,,,,,,,,,,,,,,,,23.640977200120687,23.670665899990126,23.670665899990126,23.670665899990126,23.670665899990126,23.670665899990126,23.670665899990126,23.97145720012486,23.97145720012486,23.97145720012486,23.97145720012486,23.97145720012486,24.44054750003852,e,1,0.4661924000829458,None,None,0,,,,,,,male,21,00004,2023-11-30_18h38.06.825,IAT,2023.2.3,59.974654755295816,2023-11-30 18h38.31.906059 +0530,
"Put your middle or index fingers on the E and I keys of your keyboard. Words representing the categories at the top will appear one-by-one in the middle of the screen. When the item belongs to a category on the left, press the E key; when the item belongs to a category on the right, press the I key. Items belong to only one category. If you make an error, an X will appear - fix the error by hitting the other key.

This is a timed sorting task. GO AS FAST AS YOU CAN while making as few mistakes as possible. Going too slow or making too many errors will result in an uninterpretable score. This task will take about 5 minutes to complete.

Press E or I to continue.",Disabled,Abled, , , ,2,text_trial_type_2,img_trial_type_2,0,0,0,0,9,1,19,1,24.47201959998347,,,,,,,,,,,,,,,,,,24.44140539993532,24.47201959998347,24.47201959998347,24.47201959998347,24.47201959998347,24.47201959998347,24.47201959998347,24.755901800002903,24.755901800002903,24.755901800002903,24.755901800002903,24.755901800002903,25.45842709997669,i,1,0.6765880000311881,None,None,0,,,,,,,male,21,00004,2023-11-30_18h38.06.825,IAT,2023.2.3,59.974654755295816,2023-11-30 18h38.31.906059 +0530,
"See above, the categories have changed. The items for sorting have changed as well. The rules, however, are the same.

When the item belongs to a category on the left, press the E key; when the item belongs to a category on the right, press the I key. Items belong to only one category. An X appears after an error - fix the error by hitting the other key. GO AS FAST AS YOU CAN.

Press E or I to continue.", , ,Negative,Positive, ,3,text_trial_type_3,img_trial_type_3,0,1,1,1,0,0,0,0,29.326708500040695,,,,,,,,25.45978290005587,26.240978700108826,26.240978700108826,26.240978700108826,26.240978700108826,26.240978700108826,26.240978700108826,26.240978700108826,28.20982960006222,29.264011800056323,29.287667399970815,29.326708500040695,29.326708500040695,29.326708500040695,29.326708500040695,29.326708500040695,29.326708500040695,29.59451730013825,29.59451730013825,29.59451730013825,29.59451730013825,29.59451730013825,30.44835860002786,i,1,0.826850299956277,None,None,0,,,,,,,male,21,00004,2023-11-30_18h38.06.825,IAT,2023.2.3,59.974654755295816,2023-11-30 18h38.31.906059 +0530,
"See above, the categories have changed. The items for sorting have changed as well. The rules, however, are the same.

When the item belongs to a category on the left, press the E key; when the item belongs to a category on the right, press the I key. Items belong to only one category. An X appears after an error - fix the error by hitting the other key. GO AS FAST AS YOU CAN.

Press E or I to continue.", , ,Negative,Positive, ,3,text_trial_type_3,img_trial_type_3,0,1,1,1,0,1,1,0,30.49611740000546,,,,,,,,,,,,,,,,,,30.450229099951684,30.49611740000546,30.49611740000546,30.49611740000546,30.49611740000546,30.49611740000546,30.49611740000546,30.778751000063494,30.778751000063494,30.778751000063494,30.778751000063494,30.778751000063494,31.31599449994974,i,1,0.506581500172615,None,None,0,,,,,,,male,21,00004,2023-11-30_18h38.06.825,IAT,2023.2.3,59.974654755295816,2023-11-30 18h38.31.906059 +0530,
"See above, the categories have changed. The items for sorting have changed as well. The rules, however, are the same.

When the item belongs to a category on the left, press the E key; when the item belongs to a category on the right, press the I key. Items belong to only one category. An X appears after an error - fix the error by hitting the other key. GO AS FAST AS YOU CAN.

Press E or I to continue.", , ,Negative,Positive, ,3,text_trial_type_3,img_trial_type_3,0,1,1,1,1,0,2,0,31.362755400128663,,,,,,,,,,,,,,,,,,31.317356999963522,31.362755400128663,31.362755400128663,31.362755400128663,31.362755400128663,31.362755400128663,31.362755400128663,31.646931000053883,31.646931000053883,31.646931000053883,31.646931000053883,31.646931000053883,32.16702950000763,i,1,0.5024185997899622,None,None,0,,,,,,,male,21,00004,2023-11-30_18h38.06.825,IAT,2023.2.3,59.974654755295816,2023-11-30 18h38.31.906059 +0530,
"See above, the categories have changed. The items for sorting have changed as well. The rules, however, are the same.

When the item belongs to a category on the left, press the E key; when the item belongs to a category on the right, press the I key. Items belong to only one category. An X appears after an error - fix the error by hitting the other key. GO AS FAST AS YOU CAN.

Press E or I to continue.", , ,Negative,Positive, ,3,text_trial_type_3,img_trial_type_3,0,1,1,1,1,1,3,0,32.214711300097406,,,,,,,,,,,,,,,,,,32.168356500100344,32.214711300097406,32.214711300097406,32.214711300097406,32.214711300097406,32.214711300097406,32.214711300097406,32.49840679997578,32.49840679997578,32.49840679997578,32.49840679997578,32.49840679997578,32.951521300012246,i,1,0.44446410005912185,None,None,0,,,,,,,male,21,00004,2023-11-30_18h38.06.825,IAT,2023.2.3,59.974654755295816,2023-11-30 18h38.31.906059 +0530,
"See above, the categories have changed. The items for sorting have changed as well. The rules, however, are the same.

When the item belongs to a category on the left, press the E key; when the item belongs to a category on the right, press the I key. Items belong to only one category. An X appears after an error - fix the error by hitting the other key. GO AS FAST AS YOU CAN.

Press E or I to continue.", , ,Negative,Positive, ,4,text_trial_type_4,img_trial_type_4,0,1,1,1,2,0,4,1,32.99850220000371,,,,,,,,,,,,,,,,,,32.952933199936524,32.99850220000371,32.99850220000371,32.99850220000371,32.99850220000371,32.99850220000371,32.99850220000371,33.281586500117555,33.281586500117555,33.281586500117555,33.281586500117555,33.281586500117555,33.836646399926394,e,1,0.549442799994722,None,None,0,,,,,,,male,21,00004,2023-11-30_18h38.06.825,IAT,2023.2.3,59.974654755295816,2023-11-30 18h38.31.906059 +0530,
"See above, the categories have changed. The items for sorting have changed as well. The rules, however, are the same.

When the item belongs to a category on the left, press the E key; when the item belongs to a category on the right, press the I key. Items belong to only one category. An X appears after an error - fix the error by hitting the other key. GO AS FAST AS YOU CAN.

Press E or I to continue.", , ,Negative,Positive, ,4,text_trial_type_4,img_trial_type_4,0,1,1,1,2,1,5,1,33.88282170007005,,,,,,,,,,,,,,,,,,33.83793850010261,33.88282170007005,33.88282170007005,33.88282170007005,33.88282170007005,33.88282170007005,33.88282170007005,34.15029240003787,34.15029240003787,34.15029240003787,34.15029240003787,34.15029240003787,34.7189768999815,e,1,0.5356650999747217,None,None,0,,,,,,,male,21,00004,2023-11-30_18h38.06.825,IAT,2023.2.3,59.974654755295816,2023-11-30 18h38.31.906059 +0530,
"See above, the categories have changed. The items for sorting have changed as well. The rules, however, are the same.

When the item belongs to a category on the left, press the E key; when the item belongs to a category on the right, press the I key. Items belong to only one category. An X appears after an error - fix the error by hitting the other key. GO AS FAST AS YOU CAN.

Press E or I to continue.", , ,Negative,Positive, ,3,text_trial_type_3,img_trial_type_3,0,1,1,1,3,0,6,0,34.76662120013498,,,,,,,,,,,,,,,,,,34.720372300129384,34.76662120013498,34.76662120013498,34.76662120013498,34.76662120013498,34.76662120013498,34.76662120013498,35.0346179001499,35.0346179001499,35.0346179001499,35.0346179001499,35.0346179001499,35.62106560007669,i,1,0.5753581998869777,None,None,0,,,,,,,male,21,00004,2023-11-30_18h38.06.825,IAT,2023.2.3,59.974654755295816,2023-11-30 18h38.31.906059 +0530,
"See above, the categories have changed. The items for sorting have changed as well. The rules, however, are the same.

When the item belongs to a category on the left, press the E key; when the item belongs to a category on the right, press the I key. Items belong to only one category. An X appears after an error - fix the error by hitting the other key. GO AS FAST AS YOU CAN.

Press E or I to continue.", , ,Negative,Positive, ,4,text_trial_type_4,img_trial_type_4,0,1,1,1,3,1,7,1,35.66853339993395,,,,,,,,,,,,,,,,,,35.62235420010984,35.66853339993395,35.66853339993395,35.66853339993395,35.66853339993395,35.66853339993395,35.66853339993395,35.95229459996335,35.95229459996335,35.95229459996335,35.95229459996335,35.95229459996335,37.35612370003946,e,1,1.3705652998760343,None,None,0,,,,,,,male,21,00004,2023-11-30_18h38.06.825,IAT,2023.2.3,59.974654755295816,2023-11-30 18h38.31.906059 +0530,
